time_stamp,group_id,member_id,humidity,temperature,pm2.5_alt,pm1.0_atm,pm10.0_atm,id,date_time_utc
1712194832,1872,173213,42.5,87.5,4.2,4.6,7.04,173213,2024-04-04 01:40:32
1712194952,1872,173213,42.5,87.5,3.9,4.475,7.04,173213,2024-04-04 01:42:32
1712195072,1872,173213,37.0,99.0,4.4,4.335,6.77,173213,2024-04-04 01:44:32
1712195192,1872,173213,23.5,111.0,3.8,3.505,5.77,173213,2024-04-04 01:46:32
1712195312,1872,173213,20.0,115.5,4.0,3.635,5.73,173213,2024-04-04 01:48:32
1712195432,1872,173213,18.0,119.0,3.7,3.355,5.4,173213,2024-04-04 01:50:32
1712195552,1872,173213,17.0,121.0,3.0,2.745,4.415,173213,2024-04-04 01:52:32
1712195672,1872,173213,16.0,123.0,3.1,2.535,4.295,173213,2024-04-04 01:54:32
1712195792,1872,173213,15.0,124.5,2.9,2.75,4.595,173213,2024-04-04 01:56:32
1712195912,1872,173213,14.5,125.5,2.6,2.515,3.76,173213,2024-04-04 01:58:32
