time_stamp,group_id,member_id,humidity,temperature,pm2.5_alt,pm1.0_atm,pm10.0_atm,id,date_time_utc
1710482498,1872,173212,35.0,91.5,1.0,0.1,1.3050000000000002,173212,2024-03-15 06:01:38
1710482618,1872,173212,34.0,92.0,1.0,0.02,1.05,173212,2024-03-15 06:03:38
1710482738,1872,173212,34.0,92.5,0.9,0.0,1.21,173212,2024-03-15 06:05:38
1710482858,1872,173212,34.0,92.5,1.0,0.025,1.555,173212,2024-03-15 06:07:38
1710482978,1872,173212,33.5,92.5,1.0,0.275,2.05,173212,2024-03-15 06:09:38
1710483098,1872,173212,33.0,92.5,1.1,0.305,1.75,173212,2024-03-15 06:11:38
1710483218,1872,173212,33.0,93.0,1.4,0.7250000000000001,2.275,173212,2024-03-15 06:13:38
1710483338,1872,173212,33.0,93.0,1.7,0.7,2.865,173212,2024-03-15 06:15:38
1710483458,1872,173212,33.0,93.5,2.0,0.925,3.01,173212,2024-03-15 06:17:38
1710483578,1872,173212,32.5,93.5,1.9,0.8200000000000001,2.87,173212,2024-03-15 06:19:38
1710483698,1872,173212,32.5,93.5,2.3,1.85,4.02,173212,2024-03-15 06:21:38
1710483818,1872,173212,32.5,93.5,2.4,1.555,4.075,173212,2024-03-15 06:23:38
1710483938,1872,173212,32.0,93.5,2.2,1.66,4.76,173212,2024-03-15 06:25:38
1710484058,1872,173212,32.0,93.5,2.2,1.725,4.105,173212,2024-03-15 06:27:38
1710484178,1872,173212,32.0,93.5,2.3,1.495,4.1850000000000005,173212,2024-03-15 06:29:38
1710484298,1872,173212,32.0,93.5,2.4,1.615,4.625,173212,2024-03-15 06:31:38
1710484531,1872,173212,33.0,93.5,2.4,1.115,4.11,173212,2024-03-15 06:35:31
1710484651,1872,173212,32.5,93.5,2.5,1.6549999999999998,5.005000000000001,173212,2024-03-15 06:37:31
1710484771,1872,173212,32.5,93.5,2.4,1.65,3.89,173212,2024-03-15 06:39:31
