date_time_utc,time_stamp,group_id,member_id,id,humidity,temperature,pm1.0_atm,pm2.5_alt,pm10.0_atm
2024-03-15 06:00:00,1710482480,1872,173211,173211,34.5,92.0,0.01,1.0,1.1
2024-03-15 06:02:00,1710482600,1872,173211,173211,34.0,92.0,0.095,1.0,1.235
2024-03-15 06:04:00,1710482720,1872,173211,173211,34.0,92.0,0.04,0.9,1.785
2024-03-15 06:06:00,1710482840,1872,173211,173211,33.5,92.5,0.325,1.5,2.0
2024-03-15 06:08:00,1710482960,1872,173211,173211,33.5,92.5,2.23,3.2,4.455
2024-03-15 06:10:00,1710483080,1872,173211,173211,33.5,92.5,2.64,4.1,4.485
2024-03-15 06:12:00,1710483200,1872,173211,173211,33.0,93.0,1.84,3.2,3.525
2024-03-15 06:14:00,1710483320,1872,173211,173211,33.0,93.0,0.54,2.0,1.795
2024-03-15 06:16:00,1710483440,1872,173211,173211,32.5,93.0,0.635,2.1,2.64
2024-03-15 06:18:00,1710483560,1872,173211,173211,32.5,93.5,2.305,4.1,4.155
2024-03-15 06:20:00,1710483680,1872,173211,173211,32.5,93.5,2.68,4.4,4.885
2024-03-15 06:22:00,1710483800,1872,173211,173211,32.5,93.5,1.785,3.6,4.17
2024-03-15 06:24:00,1710483920,1872,173211,173211,32.5,93.5,1.265,2.8,3.83
2024-03-15 06:26:00,1710484040,1872,173211,173211,32.5,93.5,0.96,2.3,3.245
2024-03-15 06:28:00,1710484160,1872,173211,173211,32.0,93.5,1.17,2.2,3.705
2024-03-15 06:30:00,1710484280,1872,173211,173211,32.5,93.5,0.65,1.8,2.07
2024-03-15 06:32:00,1710484400,1872,173211,173211,32.0,93.5,0.78,1.8,3.0
2024-03-15 06:34:00,1710484520,1872,173211,173211,32.5,93.5,0.92,2.0,3.63
2024-03-15 06:36:00,1710484640,1872,173211,173211,32.5,93.5,1.085,2.2,2.955
2024-03-15 06:38:00,1710484761,1872,173211,173211,32.5,93.5,1.395,2.6,3.63
2024-03-15 06:40:00,1710484881,1872,173211,173211,32.0,93.5,2.055,2.6,4.125
2024-03-15 06:42:00,1710485001,1872,173211,173211,32.0,93.5,1.43,2.2,3.96
2024-03-15 06:44:00,1710485121,1872,173211,173211,32.5,93.5,1.265,2.6,4.06
2024-03-15 06:46:00,1710485241,1872,173211,173211,32.5,93.5,1.525,2.4,3.73
2024-03-15 06:48:00,1710485361,1872,173211,173211,32.5,93.5,2.055,2.8,4.925
2024-03-15 06:50:00,1710485481,1872,173211,173211,32.0,93.5,1.925,2.6,4.76
2024-03-15 06:52:00,1710485601,1872,173211,173211,32.0,93.5,1.85,2.6,4.195
2024-03-15 06:54:00,1710485721,1872,173211,173211,32.0,93.5,1.985,2.9,4.055
2024-03-15 06:56:00,1710485841,1872,173211,173211,31.5,93.5,2.04,2.8,4.375
2024-03-15 06:58:00,1710485961,1872,173211,173211,31.5,94.0,2.03,2.8,4.535
2024-03-15 07:00:00,1710486081,1872,173211,173211,31.5,93.5,1.645,2.9,4.85
2024-03-15 07:02:00,1710486201,1872,173211,173211,32.0,93.5,1.865,2.9,4.86
2024-03-15 07:04:00,1710486321,1872,173211,173211,31.5,93.5,1.865,2.9,4.495
2024-03-15 07:06:00,1710486445,1872,173211,173211,31.5,93.5,1.84,2.6,4.33
