date_time_utc,time_stamp,group_id,member_id,id,humidity,temperature,pm1.0_atm,pm2.5_alt,pm10.0_atm
2024-03-15 06:00:00,1710482463,1872,173213,173213,38.0,91.0,0.17,0.9,1.34
2024-03-15 06:02:00,1710482583,1872,173213,173213,38.0,91.5,0.045,1.0,2.03
2024-03-15 06:04:00,1710482703,1872,173213,173213,38.0,91.5,0.0,0.8,0.845
2024-03-15 06:06:00,1710482823,1872,173213,173213,38.0,92.0,0.155,0.9,1.5
2024-03-15 06:08:00,1710482943,1872,173213,173213,37.0,92.0,0.025,0.9,1.295
2024-03-15 06:10:00,1710483063,1872,173213,173213,37.0,92.0,0.16,1.1,1.845
2024-03-15 06:12:00,1710483183,1872,173213,173213,36.0,92.5,0.74,1.6,2.395
2024-03-15 06:14:00,1710483303,1872,173213,173213,36.0,92.5,0.765,1.6,3.0
2024-03-15 06:16:00,1710483423,1872,173213,173213,36.0,93.0,0.845,1.6,2.615
2024-03-15 06:18:00,1710483543,1872,173213,173213,36.0,93.0,1.22,2.0,3.285
2024-03-15 06:20:00,1710483663,1872,173213,173213,35.0,93.0,1.275,2.2,3.775
2024-03-15 06:22:00,1710483783,1872,173213,173213,35.0,93.0,2.04,2.3,3.685
2024-03-15 06:24:00,1710483903,1872,173213,173213,35.0,93.0,1.72,2.4,3.265
2024-03-15 06:26:00,1710484023,1872,173213,173213,34.0,93.0,1.68,2.1,3.7
2024-03-15 06:28:00,1710484143,1872,173213,173213,34.0,93.5,1.215,2.0,3.35
2024-03-15 06:30:00,1710484263,1872,173213,173213,34.0,93.5,0.965,1.9,2.785
2024-03-15 06:32:00,1710484383,1872,173213,173213,34.0,93.5,1.13,1.9,2.61
2024-03-15 06:34:00,1710484503,1872,173213,173213,33.5,93.5,1.375,2.2,3.61
2024-03-15 06:36:00,1710484623,1872,173213,173213,34.0,93.5,1.405,2.0,3.55
2024-03-15 06:38:00,1710484743,1872,173213,173213,34.0,94.0,1.635,2.2,3.71
2024-03-15 06:40:00,1710484863,1872,173213,173213,34.0,94.0,2.02,2.5,4.305
2024-03-15 06:42:00,1710484983,1872,173213,173213,33.0,94.0,1.535,2.4,3.735
2024-03-15 06:44:00,1710485103,1872,173213,173213,33.0,94.0,1.61,2.8,4.425
2024-03-15 06:46:00,1710485223,1872,173213,173213,33.0,94.0,2.03,2.4,4.455
2024-03-15 06:48:00,1710485343,1872,173213,173213,33.0,93.5,1.93,2.4,4.345
2024-03-15 06:50:00,1710485463,1872,173213,173213,33.0,94.0,1.93,2.6,4.565
2024-03-15 06:52:00,1710485583,1872,173213,173213,32.5,94.0,2.06,2.7,4.415
2024-03-15 06:54:00,1710485703,1872,173213,173213,32.0,94.0,2.14,2.6,4.43
2024-03-15 06:56:00,1710485823,1872,173213,173213,32.0,94.0,2.36,3.1,4.6
2024-03-15 06:58:00,1710485943,1872,173213,173213,32.0,94.0,2.32,2.9,5.06
2024-03-15 07:00:00,1710486063,1872,173213,173213,32.0,94.0,1.915,2.5,4.275
2024-03-15 07:02:00,1710486469,1872,173213,173213,0.0,0.0,0.0,0.0,0.0
2024-03-15 07:04:00,1710486469,1872,173213,173213,0.0,0.0,0.0,0.0,0.0
2024-03-15 07:06:00,1710486469,1872,173213,173213,32.0,93.5,5.53,4.2,13.16
2024-03-15 07:08:00,1710486589,1872,173213,173213,32.0,94.0,64.34,32.8,73.085
2024-03-15 07:10:00,1710486708,1872,173213,173213,32.0,94.0,17.88,12.6,31.04
2024-03-15 07:12:00,1710486829,1872,173213,173213,32.0,93.5,8.085,5.8,14.675
2024-03-15 07:14:00,1710486949,1872,173213,173213,32.0,93.5,4.515,3.8,9.4
2024-03-15 07:16:00,1710487069,1872,173213,173213,31.0,93.5,1.45,2.5,4.575
2024-03-15 07:18:00,1710487188,1872,173213,173213,31.0,93.5,1.875,2.6,3.695
2024-03-15 07:20:00,1710487308,1872,173213,173213,31.0,93.5,1.745,2.3,4.17
2024-03-15 07:22:00,1710487428,1872,173213,173213,31.0,94.0,1.4,2.2,3.44
2024-03-15 07:24:00,1710487549,1872,173213,173213,30.5,93.5,1.19,1.9,3.68
2024-03-15 07:26:00,1710487668,1872,173213,173213,30.5,93.5,1.125,1.7,2.985
2024-03-15 07:28:00,1710487788,1872,173213,173213,30.5,93.5,1.16,1.7,3.105
2024-03-15 07:30:00,1710487908,1872,173213,173213,30.5,93.5,1.15,2.0,3.37
2024-03-15 07:32:00,1710488029,1872,173213,173213,30.5,94.0,0.97,1.7,2.505
2024-03-15 07:34:00,1710488149,1872,173213,173213,30.5,93.5,0.815,1.6,2.12
2024-03-15 07:36:00,1710488269,1872,173213,173213,30.5,93.5,0.96,1.6,2.525
2024-03-15 07:38:00,1710488388,1872,173213,173213,30.5,93.5,0.745,1.6,2.65
2024-03-15 07:40:00,1710488509,1872,173213,173213,30.0,93.5,0.9,1.7,3.23
2024-03-15 07:42:00,1710488629,1872,173213,173213,30.0,93.5,0.905,1.5,2.505
2024-03-15 07:44:00,1710488839,1872,173213,173213,0.0,0.0,0.0,0.0,0.0
2024-03-15 07:46:00,1710488839,1872,173213,173213,30.0,93.5,0.74,2.0,3.515
2024-03-15 07:48:00,1710488959,1872,173213,173213,32.0,94.0,25.7,32.2,38.045
2024-03-15 07:50:00,1710489079,1872,173213,173213,31.5,94.5,224.315,332.8,363.055
2024-03-15 07:52:00,1710489199,1872,173213,173213,31.0,95.0,234.555,335.8,374.74
2024-03-15 07:54:00,1710489319,1872,173213,173213,32.0,95.0,238.73,351.5,378.88
2024-03-15 07:56:00,1710489439,1872,173213,173213,33.0,95.5,344.38,608.5,700.72
2024-03-15 07:58:00,1710489559,1872,173213,173213,33.0,95.5,332.125,558.7,643.79
2024-03-15 08:00:00,1710489679,1872,173213,173213,33.0,95.5,331.21,562.5,648.32
2024-03-15 08:02:00,1710489799,1872,173213,173213,33.5,95.5,341.695,605.4,691.71
2024-03-15 08:04:00,1710489919,1872,173213,173213,30.5,94.5,135.605,264.7,301.78
2024-03-15 08:06:00,1710490039,1872,173213,173213,30.0,93.5,6.775,5.8,9.915
2024-03-15 08:08:00,1710490159,1872,173213,173213,29.5,93.5,6.93,6.5,10.615
2024-03-15 08:10:00,1710490279,1872,173213,173213,30.0,93.5,7.285,6.6,11.345
2024-03-15 08:12:00,1710490399,1872,173213,173213,29.5,93.0,6.59,6.2,10.23
2024-03-15 08:14:00,1710490519,1872,173213,173213,29.5,93.5,5.305,5.0,7.8
2024-03-15 08:16:00,1710490640,1872,173213,173213,29.5,93.5,4.475,4.3,7.115
2024-03-15 08:18:00,1710490759,1872,173213,173213,29.5,93.5,4.135,3.6,6.45
2024-03-15 08:20:00,1710490879,1872,173213,173213,30.0,93.0,4.035,4.1,6.86
2024-03-15 08:22:00,1710490999,1872,173213,173213,30.0,93.0,3.37,3.4,5.895
2024-03-15 08:24:00,1710491119,1872,173213,173213,30.0,93.0,2.97,3.1,5.145
2024-03-15 08:26:00,1710491239,1872,173213,173213,29.5,93.0,2.805,3.2,5.88
2024-03-15 08:28:00,1710491359,1872,173213,173213,30.0,92.5,2.325,2.5,4.44
2024-03-15 08:30:00,1710491479,1872,173213,173213,29.5,92.5,2.075,2.5,4.095
2024-03-15 08:32:00,1710491599,1872,173213,173213,29.5,92.5,2.225,2.4,3.685
2024-03-15 08:34:00,1710491719,1872,173213,173213,29.5,92.5,1.825,2.3,4.21
2024-03-15 08:36:00,1710491839,1872,173213,173213,29.5,92.5,1.57,2.1,3.42
2024-03-15 08:38:00,1710491959,1872,173213,173213,29.5,92.5,1.905,2.2,3.91
2024-03-15 08:40:00,1710492079,1872,173213,173213,29.5,92.5,2.05,2.6,4.795
2024-03-15 08:42:00,1710492199,1872,173213,173213,29.5,92.0,1.87,2.3,4.075
2024-03-15 08:44:00,1710492319,1872,173213,173213,29.5,92.5,1.605,2.2,3.635
2024-03-15 08:46:00,1710492440,1872,173213,173213,29.5,92.5,1.305,1.8,3.085
2024-03-15 08:48:00,1710492560,1872,173213,173213,29.5,92.5,1.555,1.9,3.36
2024-03-15 08:50:00,1710492680,1872,173213,173213,29.5,92.0,1.47,2.3,3.19
2024-03-15 08:52:00,1710492800,1872,173213,173213,29.5,92.0,1.385,1.9,3.36
2024-03-15 08:54:00,1710492921,1872,173213,173213,29.5,92.0,1.535,1.9,3.155
2024-03-15 08:56:00,1710493040,1872,173213,173213,29.5,92.0,1.21,1.8,2.96
2024-03-15 08:58:00,1710493160,1872,173213,173213,29.5,92.0,1.025,1.8,2.775
2024-03-15 09:00:00,1710493280,1872,173213,173213,29.5,92.0,1.62,2.0,3.07
2024-03-15 09:02:00,1710493400,1872,173213,173213,29.5,92.0,1.405,1.7,2.915
2024-03-15 09:04:00,1710493520,1872,173213,173213,29.5,92.0,1.24,1.7,3.15
2024-03-15 09:06:00,1710493640,1872,173213,173213,29.5,92.5,0.88,1.6,3.05
2024-03-15 09:08:00,1710493760,1872,173213,173213,29.5,91.5,0.93,1.7,2.585
2024-03-15 09:10:00,1710493880,1872,173213,173213,30.0,91.5,1.235,1.8,2.99
2024-03-15 09:12:00,1710494000,1872,173213,173213,30.0,91.5,1.045,1.8,2.935
2024-03-15 09:14:00,1710494120,1872,173213,173213,30.0,91.5,1.015,1.6,2.64
2024-03-15 09:16:00,1710494240,1872,173213,173213,30.0,91.5,0.94,1.6,2.235
2024-03-15 09:18:00,1710494360,1872,173213,173213,30.0,91.5,1.11,1.6,3.28
2024-03-15 09:20:00,1710494480,1872,173213,173213,30.0,91.5,0.955,1.6,2.915
2024-03-15 09:22:00,1710494600,1872,173213,173213,30.0,91.5,0.86,1.6,2.48
2024-03-15 09:24:00,1710494720,1872,173213,173213,30.0,91.5,1.05,1.7,2.47
2024-03-15 09:26:00,1710494840,1872,173213,173213,30.0,91.5,1.2,1.6,2.845
2024-03-15 09:28:00,1710494960,1872,173213,173213,30.0,91.5,0.89,1.7,2.215
2024-03-15 09:30:00,1710495080,1872,173213,173213,30.0,92.0,1.62,2.0,3.535
2024-03-15 09:32:00,1710495200,1872,173213,173213,30.5,92.0,2.635,3.1,4.925
2024-03-15 09:34:00,1710495320,1872,173213,173213,31.0,92.0,3.315,3.5,6.595
2024-03-15 09:36:00,1710495440,1872,173213,173213,31.0,92.0,3.63,3.9,6.64
2024-03-15 09:38:00,1710495560,1872,173213,173213,31.0,92.0,3.865,4.3,7.23
2024-03-15 09:40:00,1710495680,1872,173213,173213,31.0,92.0,4.155,4.4,7.395
2024-03-15 09:42:00,1710495800,1872,173213,173213,31.0,92.0,4.09,4.4,8.38
2024-03-15 09:44:00,1710495920,1872,173213,173213,31.0,92.0,3.825,4.4,8.35
2024-03-15 09:46:00,1710496041,1872,173213,173213,31.0,92.0,4.095,4.5,8.795
2024-03-15 09:48:00,1710496161,1872,173213,173213,31.0,92.0,4.05,4.5,7.88
2024-03-15 09:50:00,1710496281,1872,173213,173213,31.0,92.0,3.83,4.0,8.495
2024-03-15 09:52:00,1710496401,1872,173213,173213,31.0,92.0,3.39,4.2,6.59
2024-03-15 09:54:00,1710496521,1872,173213,173213,31.5,92.0,4.005,4.4,8.39
2024-03-15 09:56:00,1710496641,1872,173213,173213,31.0,92.0,3.965,4.3,7.77
2024-03-15 09:58:00,1710496761,1872,173213,173213,31.0,92.0,3.075,3.7,7.06
2024-03-15 10:00:00,1710496881,1872,173213,173213,31.0,92.0,3.0,3.7,6.0
2024-03-15 10:02:00,1710497001,1872,173213,173213,31.0,92.0,2.9,3.5,6.775
2024-03-15 10:04:00,1710497121,1872,173213,173213,31.5,92.0,2.725,3.6,5.565
2024-03-15 10:06:00,1710497241,1872,173213,173213,31.5,92.0,2.235,3.3,5.305
2024-03-15 10:08:00,1710497361,1872,173213,173213,32.0,92.0,2.86,3.3,5.77
2024-03-15 10:10:00,1710497481,1872,173213,173213,32.0,92.0,2.76,3.3,5.555
2024-03-15 10:12:00,1710497601,1872,173213,173213,32.0,91.5,2.69,3.3,6.495
2024-03-15 10:14:00,1710497721,1872,173213,173213,32.0,91.5,2.205,3.3,5.565
2024-03-15 10:16:00,1710497841,1872,173213,173213,32.0,91.5,2.205,3.1,5.765
2024-03-15 10:18:00,1710497961,1872,173213,173213,32.0,91.5,2.025,2.8,4.865
2024-03-15 10:20:00,1710498081,1872,173213,173213,32.0,91.5,2.19,2.8,5.135
2024-03-15 10:22:00,1710498201,1872,173213,173213,32.0,91.5,1.755,2.3,4.21
2024-03-15 10:24:00,1710498321,1872,173213,173213,32.0,91.5,1.43,2.5,3.52
2024-03-15 10:26:00,1710498441,1872,173213,173213,32.0,91.5,1.6,2.1,3.61
2024-03-15 10:28:00,1710498561,1872,173213,173213,32.0,91.0,1.755,2.6,4.63
2024-03-15 10:30:00,1710498681,1872,173213,173213,32.0,91.5,1.495,2.2,3.345
2024-03-15 10:32:00,1710498801,1872,173213,173213,32.0,91.5,1.135,1.8,2.825
2024-03-15 10:34:00,1710498921,1872,173213,173213,32.0,91.5,1.43,1.8,3.745
2024-03-15 10:36:00,1710499041,1872,173213,173213,32.0,91.5,1.025,1.7,3.14
2024-03-15 10:38:00,1710499161,1872,173213,173213,32.0,92.0,1.07,1.8,2.775
2024-03-15 10:40:00,1710499281,1872,173213,173213,31.5,92.5,0.745,1.6,2.6
2024-03-15 10:42:00,1710499401,1872,173213,173213,31.0,93.0,0.845,1.6,2.78
2024-03-15 10:44:00,1710499522,1872,173213,173213,30.5,93.5,0.45,1.4,2.19
2024-03-15 10:46:00,1710499642,1872,173213,173213,30.0,93.5,0.83,1.6,2.2
2024-03-15 10:48:00,1710499762,1872,173213,173213,30.0,94.0,0.675,1.6,2.695
2024-03-15 10:50:00,1710499882,1872,173213,173213,29.5,94.5,0.45,1.3,2.145
2024-03-15 10:52:00,1710500002,1872,173213,173213,29.0,94.5,0.32,1.2,1.825
2024-03-15 10:54:00,1710500122,1872,173213,173213,29.0,95.0,0.635,1.5,2.145
2024-03-15 10:56:00,1710500242,1872,173213,173213,29.0,95.0,0.75,1.3,2.12
2024-03-15 10:58:00,1710500362,1872,173213,173213,29.0,94.5,0.835,1.5,2.745
2024-03-15 11:00:00,1710500571,1872,173213,173213,0.0,0.0,0.0,0.0,0.0
2024-03-15 11:02:00,1710500571,1872,173213,173213,31.5,91.5,35.485,15.6,44.17
2024-03-15 11:04:00,1710500676,1872,173213,173213,32.0,91.0,6.265,5.6,15.11
2024-03-15 11:06:00,1710500794,1872,173213,173213,32.0,91.0,5.57,3.7,10.155
2024-03-15 11:08:00,1710500917,1872,173213,173213,32.0,90.5,8.66,4.9,16.055
2024-03-15 11:10:00,1710501025,1872,173213,173213,32.5,90.5,7.895,4.8,15.41
2024-03-15 11:12:00,1710501172,1872,173213,173213,32.5,90.0,4.395,3.1,10.895
2024-03-15 11:14:00,1710501246,1872,173213,173213,32.0,91.5,6.405,4.8,13.17
2024-03-15 11:16:00,1710501366,1872,173213,173213,31.0,92.5,0.48,1.8,2.32
2024-03-15 11:18:00,1710501486,1872,173213,173213,31.0,92.0,2.2,2.6,3.945
2024-03-15 11:20:00,1710501606,1872,173213,173213,31.0,92.0,4.11,4.5,7.25
2024-03-15 11:22:00,1710501726,1872,173213,173213,31.5,92.0,5.045,5.5,9.135
2024-03-15 11:24:00,1710501846,1872,173213,173213,31.5,92.0,5.67,5.4,8.92
2024-03-15 11:26:00,1710501966,1872,173213,173213,31.0,92.0,6.385,6.2,9.97
2024-03-15 11:28:00,1710502086,1872,173213,173213,31.5,92.0,6.245,5.8,9.615
2024-03-15 11:30:00,1710502206,1872,173213,173213,31.5,92.0,4.24,4.3,7.735
2024-03-15 11:32:00,1710502326,1872,173213,173213,31.5,91.5,3.885,3.5,6.405
2024-03-15 11:34:00,1710502446,1872,173213,173213,32.0,92.0,3.43,3.6,6.45
2024-03-15 11:36:00,1710502566,1872,173213,173213,32.0,91.5,3.2,3.2,5.655
2024-03-15 11:38:00,1710502686,1872,173213,173213,32.0,91.5,2.815,3.2,5.24
2024-03-15 11:40:00,1710502806,1872,173213,173213,32.0,91.5,3.085,3.0,5.06
2024-03-15 11:42:00,1710502926,1872,173213,173213,32.0,91.5,3.0,3.0,5.62
2024-03-15 11:44:00,1710503046,1872,173213,173213,32.0,91.5,2.91,3.2,5.825
2024-03-15 11:46:00,1710503166,1872,173213,173213,32.0,91.5,2.58,2.6,4.96
2024-03-15 11:48:00,1710503286,1872,173213,173213,32.0,91.5,2.43,3.0,4.545
2024-03-15 11:50:00,1710503406,1872,173213,173213,32.0,91.5,2.66,2.8,5.0
2024-03-15 11:52:00,1710503526,1872,173213,173213,32.0,91.5,2.335,2.7,4.715
2024-03-15 11:54:00,1710503675,1872,173213,173213,32.0,91.5,2.06,2.5,4.53
2024-03-15 11:56:00,1710503795,1872,173213,173213,32.0,91.5,1.655,2.5,3.655
2024-03-15 11:58:00,1710503915,1872,173213,173213,32.0,91.5,1.82,2.2,3.515
2024-03-15 12:00:00,1710504035,1872,173213,173213,32.0,91.5,1.975,2.3,3.525
2024-03-15 12:02:00,1710504155,1872,173213,173213,32.0,91.5,1.55,2.2,3.275
2024-03-15 12:04:00,1710504275,1872,173213,173213,32.0,91.5,1.355,2.1,3.13
2024-03-15 12:06:00,1710504395,1872,173213,173213,32.0,91.5,1.55,1.9,3.46
2024-03-15 12:08:00,1710504515,1872,173213,173213,32.0,91.5,1.65,2.1,3.21
2024-03-15 12:10:00,1710504635,1872,173213,173213,32.0,91.5,1.125,1.9,2.87
2024-03-15 12:12:00,1710504755,1872,173213,173213,32.0,91.5,1.085,1.8,2.605
2024-03-15 12:14:00,1710504875,1872,173213,173213,32.0,91.5,1.03,1.7,3.025
2024-03-15 12:16:00,1710504995,1872,173213,173213,32.0,91.0,0.665,1.6,2.11
2024-03-15 12:18:00,1710505115,1872,173213,173213,32.0,91.0,0.785,1.5,1.785
2024-03-15 12:20:00,1710505235,1872,173213,173213,32.0,91.0,0.79,1.5,2.3
