UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2023/12/13T16:49:12z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,60,75,1011.45,nan,26304,0,101,34.23,47.56,57.56,27.09,39.47,52.16,132,112,7118.23,1736.4,266.79,37.79,16.58,1.4,34.21,48.91,51.47,27.49,40.49,48.81,135,114,5878.05,1678.98,289.12,19.93,3.53,1.37,nan
2023/12/13T16:51:19z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,56,74,1011.47,0.03,22816,-49,231,32.21,43.56,51.24,26.65,37.68,48.35,122,108,6169.52,1620.21,235.4,31.29,12.14,2.57,32.77,47.49,51.13,26.67,39.52,48.33,132,112,5704.72,1649.84,293.9,24.57,4.98,1.92,155.77
2023/12/13T16:53:02z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,55,74,1011.44,nan,23080,-52,102,31.33,41.81,50.56,26.21,36.79,48.12,118,105,5991.06,1576.48,227.17,30.12,13.38,2.35,32.24,45.39,49.17,26.71,38.63,47.2,126,110,5555.12,1596.95,270.88,25.34,4.78,1.02,nan
2023/12/13T16:54:46z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,90,56,72,1011.45,nan,13016,-53,102,29.98,40.29,48.78,25.51,35.67,46.93,114,103,5633.27,1533.51,226.09,28.62,13.22,1.78,33.42,44.79,50.3,27.07,38.37,48.02,125,109,5631.98,1637.4,267.63,20.88,8.42,1.42,nan
2023/12/13T16:56:38z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,55,74,1011.43,nan,24384,-56,111,29.5,39.86,46.06,25.14,35.5,45.1,113,102,5607.12,1508.3,214.2,24.98,9.3,2.34,29.7,41.94,45.7,25.57,36.94,44.94,118,106,5093.3,1487.91,237.28,25.53,5.87,1.09,nan
2023/12/13T16:58:38z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,53,73,1011.41,0.03,11232,-54,231,29.81,40.06,47.4,25.26,35.72,45.92,113,103,6839.72,1540.68,214.04,25.49,11.36,0.96,29.88,41.72,45.45,25.38,36.52,44.72,117,105,5172.52,1479.24,242.17,25.16,5.07,1.22,117.96
2023/12/13T17:00:38z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,94,51,73,1011.38,0.03,11232,-62,351,26.96,36.7,43.26,23.51,33.47,42.84,105,97,5423.84,1383.72,209.89,24.75,10.4,1.33,28.23,40.37,43.67,24.47,35.95,43.23,114,103,4936.58,1415.4,248.81,23.21,4.81,0.63,88.98
2023/12/13T17:02:38z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,95,50,73,1011.36,0.03,11232,-52,471,25.76,34.38,42.86,22.98,32.21,42.14,99,94,4910.9,1323.55,191.28,25.1,13.66,2.38,28.55,38.58,41.02,24.55,34.8,40.93,110,100,4880.56,1397.64,233.24,17.22,3.29,0.49,75.05
2023/12/13T17:04:38z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,95,49,73,1011.34,0.03,11232,-53,591,26.03,35.31,42.78,23.03,32.88,42.14,102,95,5209.27,1347.19,190.78,26.17,11.73,0.93,28.43,37.43,40.71,24.48,34.12,40.71,107,98,4901.64,1397.17,234.59,13,4.57,0.81,68.41
2023/12/13T17:06:38z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,95,50,73,1011.37,0.03,11232,-52,711,26.29,35.53,42.67,22.93,32.73,42.44,102,95,5476.42,1377.42,202.11,23.87,11.25,2.16,27.37,35.8,37.31,23.69,32.9,37.31,103,96,4730.24,1357.08,208.78,12.73,1.97,0.46,75.70
