time_stamp,group_id,member_id,pm1.0_atm,id,date_time_utc
1709622945,1872,173213,2.59,173213,2024-03-05 07:15:45
1709623066,1872,173213,1.045,173213,2024-03-05 07:17:46
1709623185,1872,173213,0.905,173213,2024-03-05 07:19:45
1709623305,1872,173213,0.835,173213,2024-03-05 07:21:45
1709623425,1872,173213,0.565,173213,2024-03-05 07:23:45
1709623545,1872,173213,0.39,173213,2024-03-05 07:25:45
1709623665,1872,173213,0.765,173213,2024-03-05 07:27:45
1709623785,1872,173213,0.775,173213,2024-03-05 07:29:45
1709623905,1872,173213,0.7849999999999999,173213,2024-03-05 07:31:45
1709624025,1872,173213,0.73,173213,2024-03-05 07:33:45
1709624145,1872,173213,0.78,173213,2024-03-05 07:35:45
1709624265,1872,173213,0.79,173213,2024-03-05 07:37:45
1709624385,1872,173213,0.77,173213,2024-03-05 07:39:45
1709624505,1872,173213,0.725,173213,2024-03-05 07:41:45
1709624625,1872,173213,0.895,173213,2024-03-05 07:43:45
1709624745,1872,173213,0.965,173213,2024-03-05 07:45:45
1709624865,1872,173213,0.6799999999999999,173213,2024-03-05 07:47:45
1709624985,1872,173213,0.75,173213,2024-03-05 07:49:45
1709625105,1872,173213,0.965,173213,2024-03-05 07:51:45
1709625225,1872,173213,0.715,173213,2024-03-05 07:53:45
1709625345,1872,173213,0.6599999999999999,173213,2024-03-05 07:55:45
1709625465,1872,173213,0.95,173213,2024-03-05 07:57:45
1709625585,1872,173213,0.755,173213,2024-03-05 07:59:45
1709625705,1872,173213,0.615,173213,2024-03-05 08:01:45
1709625825,1872,173213,0.77,173213,2024-03-05 08:03:45
1709625945,1872,173213,1.725,173213,2024-03-05 08:05:45
1709626065,1872,173213,0.99,173213,2024-03-05 08:07:45
1709626185,1872,173213,1.56,173213,2024-03-05 08:09:45
1709626306,1872,173213,1.745,173213,2024-03-05 08:11:46
1709626425,1872,173213,1.5699999999999998,173213,2024-03-05 08:13:45
1709626546,1872,173213,1.6749999999999998,173213,2024-03-05 08:15:46
1709626666,1872,173213,1.875,173213,2024-03-05 08:17:46
1709626786,1872,173213,1.89,173213,2024-03-05 08:19:46
1709626906,1872,173213,1.9,173213,2024-03-05 08:21:46
1709627026,1872,173213,2.0,173213,2024-03-05 08:23:46
1709627146,1872,173213,2.16,173213,2024-03-05 08:25:46
1709627266,1872,173213,1.93,173213,2024-03-05 08:27:46
1709627386,1872,173213,2.09,173213,2024-03-05 08:29:46
1709627506,1872,173213,2.2,173213,2024-03-05 08:31:46
1709627626,1872,173213,2.295,173213,2024-03-05 08:33:46
1709627746,1872,173213,3.675,173213,2024-03-05 08:35:46
1709627866,1872,173213,2.83,173213,2024-03-05 08:37:46
1709627987,1872,173213,2.8600000000000003,173213,2024-03-05 08:39:47
1709628106,1872,173213,5.295,173213,2024-03-05 08:41:46
1709628226,1872,173213,6.675,173213,2024-03-05 08:43:46
1709628346,1872,173213,3.14,173213,2024-03-05 08:45:46
1709628466,1872,173213,4.515000000000001,173213,2024-03-05 08:47:46
1709628586,1872,173213,7.6,173213,2024-03-05 08:49:46
1709628706,1872,173213,4.9,173213,2024-03-05 08:51:46
1709628826,1872,173213,5.285,173213,2024-03-05 08:53:46
1709628946,1872,173213,5.44,173213,2024-03-05 08:55:46
1709629066,1872,173213,4.235,173213,2024-03-05 08:57:46
1709629186,1872,173213,3.96,173213,2024-03-05 08:59:46
1709629306,1872,173213,5.2,173213,2024-03-05 09:01:46
1709629426,1872,173213,34.33,173213,2024-03-05 09:03:46
1709629546,1872,173213,18.39,173213,2024-03-05 09:05:46
1709629666,1872,173213,17.495,173213,2024-03-05 09:07:46
1709629786,1872,173213,19.495,173213,2024-03-05 09:09:46
1709629906,1872,173213,21.345,173213,2024-03-05 09:11:46
1709630026,1872,173213,18.74,173213,2024-03-05 09:13:46
1709630147,1872,173213,21.96,173213,2024-03-05 09:15:47
1709630267,1872,173213,32.13,173213,2024-03-05 09:17:47
1709630387,1872,173213,24.395,173213,2024-03-05 09:19:47
1709630507,1872,173213,17.945,173213,2024-03-05 09:21:47
1709630627,1872,173213,18.785,173213,2024-03-05 09:23:47
1709630747,1872,173213,21.545,173213,2024-03-05 09:25:47
1709630867,1872,173213,14.989999999999998,173213,2024-03-05 09:27:47
1709630987,1872,173213,29.47,173213,2024-03-05 09:29:47
1709631108,1872,173213,11.665,173213,2024-03-05 09:31:48
1709631228,1872,173213,9.055,173213,2024-03-05 09:33:48
1709631384,1872,173213,10.17,173213,2024-03-05 09:36:24
1709631468,1872,173213,9.14,173213,2024-03-05 09:37:48
1709631588,1872,173213,4.17,173213,2024-03-05 09:39:48
1709631734,1872,173213,5.365,173213,2024-03-05 09:42:14
1709631857,1872,173213,7.944999999999999,173213,2024-03-05 09:44:17
1709632012,1872,173213,12.515,173213,2024-03-05 09:46:52
1709632068,1872,173213,9.375,173213,2024-03-05 09:47:48
1709632188,1872,173213,10.965,173213,2024-03-05 09:49:48
1709632348,1872,173213,9.185,173213,2024-03-05 09:52:28
1709632428,1872,173213,5.725,173213,2024-03-05 09:53:48
1709632590,1872,173213,4.675,173213,2024-03-05 09:56:30
1709632668,1872,173213,5.58,173213,2024-03-05 09:57:48
1709632788,1872,173213,8.265,173213,2024-03-05 09:59:48
1709632908,1872,173213,4.57,173213,2024-03-05 10:01:48
1709633028,1872,173213,1.7950000000000002,173213,2024-03-05 10:03:48
1709633168,1872,173213,1.65,173213,2024-03-05 10:06:08
1709633269,1872,173213,1.19,173213,2024-03-05 10:07:49
1709633388,1872,173213,0.165,173213,2024-03-05 10:09:48
1709633508,1872,173213,1.055,173213,2024-03-05 10:11:48
1709633628,1872,173213,0.13,173213,2024-03-05 10:13:48
1709633749,1872,173213,12.205,173213,2024-03-05 10:15:49
1709633869,1872,173213,2.11,173213,2024-03-05 10:17:49
1709633988,1872,173213,2.92,173213,2024-03-05 10:19:48
1709634108,1872,173213,0.375,173213,2024-03-05 10:21:48
1709634228,1872,173213,0.28,173213,2024-03-05 10:23:48
1709634348,1872,173213,0.4649999999999999,173213,2024-03-05 10:25:48
1709634468,1872,173213,0.575,173213,2024-03-05 10:27:48
1709634588,1872,173213,0.24,173213,2024-03-05 10:29:48
1709634708,1872,173213,0.32,173213,2024-03-05 10:31:48
1709634828,1872,173213,0.31,173213,2024-03-05 10:33:48
1709634948,1872,173213,0.14,173213,2024-03-05 10:35:48
1709635068,1872,173213,0.18,173213,2024-03-05 10:37:48
1709635188,1872,173213,0.26,173213,2024-03-05 10:39:48
1709635308,1872,173213,0.39,173213,2024-03-05 10:41:48
1709635428,1872,173213,0.3399999999999999,173213,2024-03-05 10:43:48
1709635548,1872,173213,0.12,173213,2024-03-05 10:45:48
1709635668,1872,173213,0.165,173213,2024-03-05 10:47:48
1709635788,1872,173213,0.35,173213,2024-03-05 10:49:48
1709635908,1872,173213,0.175,173213,2024-03-05 10:51:48
1709636028,1872,173213,0.17,173213,2024-03-05 10:53:48
1709636148,1872,173213,0.245,173213,2024-03-05 10:55:48
1709636268,1872,173213,0.385,173213,2024-03-05 10:57:48
1709636388,1872,173213,0.145,173213,2024-03-05 10:59:48
