time_stamp,group_id,member_id,humidity,temperature,pm2.5_alt,0.3_um_count,0.5_um_count,1.0_um_count,2.5_um_count,5.0_um_count,10.0_um_count,pm1.0_atm,pm10.0_atm,id,date_time_utc
1709622932,1872,173210,39.5,88.5,1.4,333.04,95.16,17.395,5.96,1.105,0.525,0.755,3.145,173210,2024-03-05 07:15:32
1709623053,1872,173210,37.5,89.5,1.6,346.19000000000005,100.62,20.83,6.125,0.935,0.585,0.435,2.84,173210,2024-03-05 07:17:33
1709623173,1872,173210,36.0,90.5,1.5,318.67,92.205,17.915,4.035,1.5299999999999998,0.81,0.47,2.56,173210,2024-03-05 07:19:33
1709623293,1872,173210,35.5,91.5,1.4,325.81500000000005,93.055,14.96,3.115,1.52,0.645,0.51,2.31,173210,2024-03-05 07:21:33
1709623413,1872,173210,35.0,91.5,1.5,353.845,103.985,17.015,4.734999999999999,2.33,1.285,0.8049999999999999,3.45,173210,2024-03-05 07:23:33
1709623532,1872,173210,34.0,92.5,1.2,319.745,91.995,11.97,2.725,1.045,0.79,0.69,2.13,173210,2024-03-05 07:25:32
1709623652,1872,173210,34.0,92.5,1.3,303.08000000000004,87.44,14.37,3.225,1.205,0.485,0.4399999999999999,2.06,173210,2024-03-05 07:27:32
1709623772,1872,173210,33.5,93.5,1.5,340.755,99.59,18.835,5.845,2.65,1.145,0.575,3.78,173210,2024-03-05 07:29:32
1709623893,1872,173210,33.0,93.5,1.5,331.39,98.225,17.195,3.165,1.295,0.58,0.6900000000000001,2.5700000000000003,173210,2024-03-05 07:31:33
1709624013,1872,173210,32.5,93.5,1.3,313.925,88.78999999999999,13.54,3.07,1.18,0.605,0.74,2.29,173210,2024-03-05 07:33:33
1709624133,1872,173210,32.5,94.5,1.3,313.755,90.995,11.505,1.565,0.255,0.115,0.49,1.3450000000000002,173210,2024-03-05 07:35:33
1709624253,1872,173210,32.0,94.5,1.3,306.985,89.26499999999999,13.855,3.12,1.295,0.66,0.595,2.18,173210,2024-03-05 07:37:33
1709624372,1872,173210,31.5,94.5,1.3,307.565,88.345,14.775,3.645,1.55,0.535,0.615,2.445,173210,2024-03-05 07:39:32
1709624492,1872,173210,31.5,94.5,1.4,310.91,91.57,17.04,4.605,2.085,0.6900000000000001,0.575,2.93,173210,2024-03-05 07:41:32
1709624612,1872,173210,31.5,94.5,1.3,313.795,87.53999999999999,14.68,2.93,1.22,0.445,0.6000000000000001,2.2,173210,2024-03-05 07:43:32
1709624733,1872,173210,31.5,94.5,1.4,312.62,90.565,15.28,2.68,1.26,0.425,0.605,2.24,173210,2024-03-05 07:45:33
1709624852,1872,173210,31.5,94.5,1.2,296.87,85.505,11.655,2.58,0.91,0.22,0.6599999999999999,2.0,173210,2024-03-05 07:47:32
1709624973,1872,173210,31.5,94.5,1.3,300.03,87.235,13.68,2.575,0.9,0.25,0.5349999999999999,1.915,173210,2024-03-05 07:49:33
1709625093,1872,173210,31.5,94.5,1.3,310.2,90.465,12.635,1.85,0.945,0.24,0.8300000000000001,1.93,173210,2024-03-05 07:51:33
1709625213,1872,173210,31.5,94.5,1.5,306.81,91.915,16.29,2.315,0.98,0.65,0.705,2.345,173210,2024-03-05 07:53:33
1709625332,1872,173210,31.5,94.5,1.2,292.39,86.02000000000001,11.67,1.73,0.51,0.245,0.6,1.525,173210,2024-03-05 07:55:32
1709625452,1872,173210,31.5,94.5,1.1,286.985,83.06,11.51,2.785,1.11,0.3949999999999999,0.3249999999999999,1.87,173210,2024-03-05 07:57:32
1709625572,1872,173210,31.5,94.5,1.3,312.82500000000005,89.515,14.67,3.86,1.485,1.045,0.48,2.54,173210,2024-03-05 07:59:32
1709625693,1872,173210,31.5,94.5,1.4,294.135,87.435,16.785,3.585,1.415,0.49,0.8,2.775,173210,2024-03-05 08:01:33
1709625813,1872,173210,31.5,94.5,1.4,322.195,94.25,15.49,3.32,1.515,0.6799999999999999,1.015,2.91,173210,2024-03-05 08:03:33
1709625932,1872,173210,31.5,94.5,1.3,310.545,86.805,13.51,2.245,0.46,0.085,0.855,1.875,173210,2024-03-05 08:05:32
1709626053,1872,173210,31.0,94.5,1.3,280.93,82.225,14.11,2.4,1.005,0.125,0.485,1.705,173210,2024-03-05 08:07:33
1709626172,1872,173210,31.0,94.5,1.2,289.135,85.65,11.65,2.395,1.245,0.105,0.875,2.13,173210,2024-03-05 08:09:32
1709626293,1872,173210,31.5,94.5,1.3,297.73,85.435,15.235,4.265000000000001,1.105,0.75,0.835,2.675,173210,2024-03-05 08:11:33
1709626412,1872,173210,31.0,94.5,1.3,304.53,90.275,12.985,2.83,0.945,0.445,0.595,2.06,173210,2024-03-05 08:13:32
1709626533,1872,173210,31.0,95.0,1.2,273.045,81.57,12.275,2.165,1.02,0.42,0.7649999999999999,2.01,173210,2024-03-05 08:15:33
1709626653,1872,173210,31.5,94.5,1.4,302.305,88.37,15.455,2.51,1.09,0.615,0.87,2.365,173210,2024-03-05 08:17:33
1709626773,1872,173210,31.5,94.5,1.1,284.585,79.98,11.715,2.69,1.025,0.64,0.5700000000000001,2.095,173210,2024-03-05 08:19:33
1709626893,1872,173210,31.5,94.5,1.4,328.625,93.545,13.45,2.225,1.29,0.715,0.72,2.27,173210,2024-03-05 08:21:33
1709627013,1872,173210,31.5,94.5,1.3,295.47,83.455,13.28,2.27,0.555,0.355,0.6399999999999999,1.92,173210,2024-03-05 08:23:33
1709627133,1872,173210,31.5,94.5,1.3,309.20500000000004,87.88,13.8,2.2,0.88,0.345,1.02,2.28,173210,2024-03-05 08:25:33
1709627253,1872,173210,31.5,94.5,1.1,291.46500000000003,82.83500000000001,11.555,2.55,1.035,0.4,0.67,1.965,173210,2024-03-05 08:27:33
1709627373,1872,173210,31.5,94.5,1.4,321.39,93.03,14.735,3.215,1.41,0.74,0.8200000000000001,2.51,173210,2024-03-05 08:29:33
1709627493,1872,173210,31.5,94.5,1.3,312.97,89.82499999999999,13.83,3.185,1.4300000000000002,0.52,0.515,2.21,173210,2024-03-05 08:31:33
1709627613,1872,173210,31.5,94.5,1.3,303.125,89.875,14.855,3.69,1.66,0.945,0.485,2.46,173210,2024-03-05 08:33:33
1709627734,1872,173210,31.5,94.5,1.4,336.68,98.975,16.74,4.67,2.805,1.175,0.815,3.51,173210,2024-03-05 08:35:34
1709627853,1872,173210,31.5,94.5,1.4,318.28,92.995,15.88,3.23,1.485,0.4,0.975,2.78,173210,2024-03-05 08:37:33
1709627973,1872,173210,31.5,94.5,1.5,329.57,97.39,18.69,4.645,1.775,0.66,1.015,3.375,173210,2024-03-05 08:39:33
1709628093,1872,173210,31.5,94.5,1.4,321.23,91.915,15.38,3.29,1.28,0.53,0.81,2.665,173210,2024-03-05 08:41:33
1709628213,1872,173210,32.5,94.5,1.4,326.06,94.89,15.28,3.485,1.7,0.92,0.735,2.6900000000000004,173210,2024-03-05 08:43:33
1709628333,1872,173210,31.5,94.5,1.4,337.915,96.235,14.515,3.12,1.8,0.645,0.975,2.95,173210,2024-03-05 08:45:33
1709628453,1872,173210,31.5,94.5,1.2,300.69500000000005,87.92,11.965,2.515,0.945,0.21,0.7649999999999999,2.065,173210,2024-03-05 08:47:33
1709628573,1872,173210,31.5,94.5,1.5,318.395,95.375,18.04,3.49,0.98,0.3999999999999999,0.635,2.43,173210,2024-03-05 08:49:33
1709628693,1872,173210,31.5,94.5,1.5,332.95000000000005,96.345,16.345,2.55,1.54,0.135,0.875,2.56,173210,2024-03-05 08:51:33
1709628813,1872,173210,31.5,94.5,1.4,333.92999999999995,96.02,12.895,1.8,0.73,0.48,0.98,2.265,173210,2024-03-05 08:53:33
1709628933,1872,173210,32.0,93.5,1.5,305.355,89.875,17.595,3.36,1.12,0.475,0.8,2.495,173210,2024-03-05 08:55:33
1709629053,1872,173210,31.5,94.5,1.4,316.96000000000004,94.82,15.575,3.62,1.44,0.48,0.755,2.705,173210,2024-03-05 08:57:33
1709629173,1872,173210,32.5,93.5,1.3,292.595,83.91,15.075,3.245,1.165,0.825,0.75,2.43,173210,2024-03-05 08:59:33
1709629293,1872,173210,32.5,93.5,1.3,315.41,90.87,14.525,3.76,1.47,0.7649999999999999,0.99,2.805,173210,2024-03-05 09:01:33
1709629413,1872,173210,32.5,93.5,1.3,297.935,86.835,16.13,4.03,1.735,0.65,0.655,2.765,173210,2024-03-05 09:03:33
1709629534,1872,173210,32.5,93.5,1.2,273.895,81.01,12.56,1.915,0.995,0.5249999999999999,0.51,1.885,173210,2024-03-05 09:05:34
1709629653,1872,173210,32.5,93.5,1.3,279.905,81.94,15.065,3.755,1.555,0.64,0.64,2.715,173210,2024-03-05 09:07:33
1709629773,1872,173210,32.5,93.5,1.2,259.315,76.775,13.235,1.955,1.05,0.235,0.54,1.86,173210,2024-03-05 09:09:33
1709629893,1872,173210,32.5,93.5,1.1,275.12,75.68,11.355,2.77,1.19,0.48,0.315,1.71,173210,2024-03-05 09:11:33
1709630013,1872,173210,32.5,93.5,1.3,286.78,82.725,16.335,4.35,1.705,0.8699999999999999,0.63,2.925,173210,2024-03-05 09:13:33
1709630134,1872,173210,32.0,94.0,1.4,292.985,83.41499999999999,16.125,2.865,0.885,0.29,0.88,2.51,173210,2024-03-05 09:15:34
1709630254,1872,173210,32.5,93.5,1.3,263.305,79.285,15.915,2.67,0.91,0.15,0.65,1.965,173210,2024-03-05 09:17:34
1709630374,1872,173210,32.5,93.5,1.2,271.43,78.49000000000001,14.065,3.19,1.69,0.81,0.5549999999999999,2.305,173210,2024-03-05 09:19:34
1709630494,1872,173210,32.5,93.5,1.3,264.665,79.39,15.915,2.785,0.945,0.485,0.6599999999999999,2.175,173210,2024-03-05 09:21:34
1709630614,1872,173210,32.5,93.5,1.0,249.62,71.41499999999999,11.625,2.885,1.415,0.535,0.47,2.055,173210,2024-03-05 09:23:34
1709630734,1872,173210,32.5,93.5,1.2,268.265,80.455,13.61,3.475,0.955,0.34,0.53,2.075,173210,2024-03-05 09:25:34
1709630854,1872,173210,32.5,93.5,1.3,268.96000000000004,80.805,16.75,3.755,1.065,0.715,0.585,2.475,173210,2024-03-05 09:27:34
1709630974,1872,173210,33.0,93.5,1.3,295.275,85.78999999999999,16.11,4.470000000000001,2.365,1.465,0.755,3.255,173210,2024-03-05 09:29:34
1709631094,1872,173210,33.5,93.5,1.3,290.98,82.195,16.335,3.63,1.5,0.77,0.515,2.5,173210,2024-03-05 09:31:34
1709631214,1872,173210,33.5,93.5,1.3,299.925,89.63,15.585,4.505,1.765,0.555,0.825,3.1050000000000004,173210,2024-03-05 09:33:34
1709631334,1872,173210,33.5,93.5,1.2,272.32,77.86,15.015,4.415,1.74,0.74,0.63,2.91,173210,2024-03-05 09:35:34
1709631455,1872,173210,33.5,93.5,1.3,264.425,76.275,17.14,4.305,1.975,1.165,0.415,2.87,173210,2024-03-05 09:37:35
1709631574,1872,173210,33.5,93.5,1.5,269.46,81.94,17.310000000000002,2.33,0.78,0.24,0.675,2.055,173210,2024-03-05 09:39:34
1709631694,1872,173210,33.5,93.5,1.3,268.24,79.125,16.46,3.345,1.375,0.48,0.71,2.54,173210,2024-03-05 09:41:34
1709631814,1872,173210,33.5,92.5,1.3,281.685,83.475,15.625,3.82,1.15,0.275,0.615,2.49,173210,2024-03-05 09:43:34
1709631934,1872,173210,33.5,92.5,1.3,273.495,80.44,16.675,4.225,1.875,0.665,0.71,2.875,173210,2024-03-05 09:45:34
1709632054,1872,173210,33.5,92.5,1.3,268.01,78.68,16.634999999999998,4.655,2.08,0.675,0.345,2.77,173210,2024-03-05 09:47:34
1709632174,1872,173210,33.5,92.5,1.2,242.175,72.845,14.845,3.66,1.95,0.925,0.4599999999999999,2.515,173210,2024-03-05 09:49:34
1709632294,1872,173210,33.5,92.5,1.4,267.975,78.445,16.935,3.025,1.32,0.355,0.28,2.31,173210,2024-03-05 09:51:34
