time_stamp,group_id,member_id,humidity,temperature,pm2.5_alt,pm1.0_atm,pm10.0_atm,id,date_time_utc
1710826229,1872,173211,47.0,91.5,5.5,5.925,8.575,173211,2024-03-19 05:30:29
1710826349,1872,173211,47.0,92.0,5.7,6.21,9.42,173211,2024-03-19 05:32:29
1710826469,1872,173211,47.0,92.0,5.6,6.165,9.005,173211,2024-03-19 05:34:29
1710826589,1872,173211,47.0,92.0,5.7,6.805,9.79,173211,2024-03-19 05:36:29
1710826709,1872,173211,47.0,91.5,5.2,6.37,8.94,173211,2024-03-19 05:38:29
1710826829,1872,173211,47.0,91.5,5.7,6.67,9.5,173211,2024-03-19 05:40:29
1710826952,1872,173211,46.5,91.5,5.9,6.83,9.975,173211,2024-03-19 05:42:32
1710827083,1872,173211,47.0,91.0,5.4,6.705,9.68,173211,2024-03-19 05:44:43
1710827190,1872,173211,47.0,91.5,5.5,6.47,8.93,173211,2024-03-19 05:46:30
1710827310,1872,173211,47.0,92.0,5.8,7.025,9.575,173211,2024-03-19 05:48:30
