time_stamp,group_id,member_id,humidity,temperature,pm2.5_alt,pm1.0_atm,pm10.0_atm,id,date_time_utc
1710826239,1872,173213,47.5,91.0,63.8,121.855,130.53,173213,2024-03-19 05:30:39
1710826360,1872,173213,46.5,91.0,55.5,95.77,106.355,173213,2024-03-19 05:32:40
1710826480,1872,173213,47.5,91.0,76.3,144.415,153.08499999999998,173213,2024-03-19 05:34:40
1710826600,1872,173213,47.0,91.0,64.7,118.315,128.155,173213,2024-03-19 05:36:40
1710826720,1872,173213,47.0,91.0,51.4,94.37,104.61,173213,2024-03-19 05:38:40
1710826840,1872,173213,47.0,91.0,42.9,74.77,88.13,173213,2024-03-19 05:40:40
1710826960,1872,173213,47.5,91.0,50.6,87.78999999999999,101.05,173213,2024-03-19 05:42:40
1710827081,1872,173213,47.5,91.0,57.5,114.295,124.585,173213,2024-03-19 05:44:41
1710827200,1872,173213,47.0,91.0,55.2,108.38,119.285,173213,2024-03-19 05:46:40
1710827320,1872,173213,47.0,91.0,62.5,125.575,134.745,173213,2024-03-19 05:48:40
