date_time_utc,time_stamp,group_id,member_id,id,humidity,temperature,pm1.0_atm,pm2.5_alt,pm10.0_atm
2024-04-04 01:40:00,1712194855,1872,173210,173210,42.0,87.5,4.245,3.8,7.135
2024-04-04 01:42:00,1712194975,1872,173210,173210,42.0,87.5,4.765,3.8,6.75
2024-04-04 01:44:00,1712195095,1872,173210,173210,42.0,87.5,4.625,4.1,6.99
2024-04-04 01:46:00,1712195215,1872,173210,173210,42.0,87.5,4.51,4.3,6.985
2024-04-04 01:48:00,1712195336,1872,173210,173210,41.5,88.5,4.35,3.9,6.92
2024-04-04 01:50:00,1712195455,1872,173210,173210,41.0,88.5,4.235,3.9,6.355
2024-04-04 01:52:00,1712195575,1872,173210,173210,41.0,89.5,3.775,3.9,6.58
2024-04-04 01:54:00,1712195695,1872,173210,173210,40.5,89.5,4.11,3.5,6.705
2024-04-04 01:56:00,1712195815,1872,173210,173210,40.0,89.5,3.93,3.7,6.36
2024-04-04 01:58:00,1712195935,1872,173210,173210,40.0,90.0,3.53,3.6,5.28
