date_time_utc,time_stamp,group_id,member_id,id,humidity,temperature,pm1.0_atm,pm2.5_alt,pm10.0_atm
2024-04-04 01:40:00,1712194887,1872,173212,173212,43.5,88.0,5.025,4.5,8.215
2024-04-04 01:42:00,1712195007,1872,173212,173212,43.5,88.0,4.77,4.3,7.2
2024-04-04 01:44:00,1712195128,1872,173212,173212,43.5,88.0,4.745,4.5,7.56
2024-04-04 01:46:00,1712195247,1872,173212,173212,43.5,88.5,4.74,4.3,7.6
2024-04-04 01:48:00,1712195367,1872,173212,173212,43.0,88.5,4.375,4.5,7.065
2024-04-04 01:50:00,1712195487,1872,173212,173212,42.5,89.0,4.085,4.2,6.25
2024-04-04 01:52:00,1712195607,1872,173212,173212,42.5,89.5,4.355,4.3,6.755
2024-04-04 01:54:00,1712195727,1872,173212,173212,42.5,89.5,4.07,3.9,6.205
2024-04-04 01:56:00,1712195847,1872,173212,173212,41.5,90.0,3.66,3.5,5.97
2024-04-04 01:58:00,1712195968,1872,173212,173212,41.5,90.5,3.89,3.8,6.66
