UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2024/02/23T11:38:58z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,90,54,71,1006.72,nan,28096,0,101,3.50,7.98,12.61,3.50,7.98,12.61,33,33,788.05,227.55,55.02,18.80,5.75,2.32,4.12,7.74,9.79,4.12,7.74,9.79,32,32,838.74,257.49,40.95,12.30,2.70,0.23,nan
2024/02/23T11:40:58z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,51,70,1006.78,0.02,28008,0,221,3.33,7.45,10.74,3.33,7.45,10.74,31,31,876.31,251.79,52.67,16.62,4.79,1.91,3.27,7.02,8.86,3.27,7.02,8.86,29,29,838.18,245.05,54.07,12.27,2.25,0.66,156.36
2024/02/23T11:42:58z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,50,69,1006.72,0.02,28008,0,341,3.45,8.04,11.23,3.45,8.04,11.23,33,33,847.82,247.89,61.82,17.71,4.55,2.02,3.41,5.71,8.27,3.41,5.71,8.27,24,24,829.42,242.95,48.85,6.66,3.44,1.25,135.89
2024/02/23T11:44:58z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,49,70,1006.75,0.02,26216,0,461,3.31,7.44,10.71,3.31,7.44,10.71,31,31,821.78,247.13,56.27,14.82,4.60,1.96,3.27,5.66,7.59,3.27,5.66,7.59,24,24,790.78,233.49,44.12,7.22,2.95,1.05,123.78
2024/02/23T11:46:58z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,48,69,1006.75,0.02,26216,0,581,3.35,6.43,11.13,3.35,6.43,11.13,27,27,800.20,238.87,50.28,15.37,6.05,3.35,2.98,5.81,7.16,2.98,5.81,7.16,24,24,737.37,219.93,43.81,7.14,1.96,0.96,116.04
2024/02/23T11:48:58z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,47,70,1006.82,0.02,26216,0,701,3.56,7.17,10.69,3.56,7.17,10.69,30,30,825.76,242.81,51.68,16.73,5.31,0.68,2.77,5.74,8.40,2.77,5.74,8.40,24,24,703.16,208.70,44.96,11.04,3.51,1.26,110.97
2024/02/23T11:50:58z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,46,69,1006.62,0.02,26216,0,821,2.75,5.47,9.40,2.75,5.47,9.40,23,23,721.16,211.33,47.58,12.82,4.81,1.79,2.95,6.67,8.83,2.95,6.67,8.83,28,28,729.72,217.97,50.91,11.62,3.40,1.17,105.62
2024/02/23T11:52:58z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,46,69,1006.63,0.02,26216,0,941,3.25,6.38,9.48,3.25,6.38,9.48,27,27,740.68,220.54,43.64,13.43,3.98,1.48,2.93,5.25,8.64,2.93,5.25,8.64,22,22,711.25,207.93,45.80,8.59,5.03,1.78,102.66
2024/02/23T11:54:58z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,45,68,1006.67,0.02,26216,0,1061,2.64,5.41,8.16,2.64,5.41,8.16,23,23,705.21,208.00,43.71,9.90,3.60,1.17,2.66,5.93,8.51,2.66,5.93,8.51,25,25,723.66,212.07,49.41,10.75,3.71,0.66,100.74
2024/02/23T11:56:58z,c4:5b:be:ea:b5:3,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,45,68,1006.77,0.02,26216,0,1181,2.75,6.00,9.15,2.75,6.00,9.15,25,25,690.81,207.36,48.29,12.64,4.64,2.15,3.05,5.80,8.50,3.05,5.80,8.50,24,24,727.93,218.96,48.16,8.66,4.07,1.55,99.08
