UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2024/02/24T01:38:41z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,86,45,62,1013.02,nan,26416,-52,106,3.83,6.74,8.31,3.83,6.74,8.31,28,28,818.86,237.07,43.14,8.00,2.33,1.07,3.98,6.61,10.70,3.98,6.61,10.70,28,28,828.91,244.17,51.24,10.54,3.02,0.98,nan
2024/02/24T01:40:41z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,87,43,62,1013.06,0.03,12216,-56,226,3.61,6.02,8.86,3.61,6.02,8.86,25,25,841.34,238.80,45.05,8.12,3.59,1.79,3.85,6.44,8.37,3.85,6.44,8.37,27,27,809.49,238.00,55.71,6.76,1.59,0.32,78.05
2024/02/24T01:42:41z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,88,42,62,1013.00,0.03,12216,-57,346,4.02,6.85,8.34,4.02,6.85,8.34,29,29,838.73,243.36,55.95,7.97,1.69,0.64,4.21,6.65,8.40,4.21,6.65,8.40,28,28,811.47,236.77,54.42,6.84,2.39,0.98,86.67
2024/02/24T01:44:41z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,89,41,62,1013.00,0.03,12216,-55,466,3.77,5.82,7.78,3.77,5.82,7.78,24,24,834.10,233.05,48.20,5.63,2.65,1.38,4.48,6.54,7.55,4.48,6.54,7.55,27,27,834.00,246.82,56.16,3.77,1.38,0.00,88.37
2024/02/24T01:46:41z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,89,40,61,1012.89,0.03,12216,-55,586,4.00,6.83,8.64,4.00,6.83,8.64,28,28,856.29,248.71,59.84,6.03,2.60,0.69,4.39,6.68,8.15,4.39,6.68,8.15,28,28,842.64,243.25,61.80,4.56,1.44,1.02,86.79
2024/02/24T01:48:41z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,89,39,61,1012.95,0.03,12216,-52,706,3.75,6.25,7.26,3.75,6.25,7.26,26,26,792.32,228.05,51.81,5.09,1.26,0.70,4.27,6.54,7.75,4.27,6.54,7.75,27,27,810.10,238.92,53.80,5.46,1.47,0.24,86.79
2024/02/24T01:50:41z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,90,39,62,1012.96,0.03,12216,-55,826,3.64,5.47,7.20,3.64,5.47,7.20,23,23,772.17,219.88,43.61,6.37,2.10,0.75,4.50,6.57,7.98,4.50,6.57,7.98,27,27,836.90,247.34,56.43,5.52,1.66,0.22,86.94
2024/02/24T01:52:41z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,90,38,61,1012.96,0.03,12216,-55,946,3.63,6.00,7.67,3.63,6.00,7.67,25,25,803.70,226.92,52.97,5.90,2.32,0.80,3.86,5.70,7.32,3.86,5.70,7.32,24,24,786.43,227.32,51.45,4.46,2.30,0.30,85.78
2024/02/24T01:54:41z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,90,38,61,1012.94,0.03,12216,-50,1066,3.29,5.14,6.72,3.29,5.14,6.72,21,21,819.26,237.41,45.62,4.00,2.45,1.17,3.74,5.75,7.09,3.74,5.75,7.09,24,24,773.89,218.28,48.05,5.11,2.02,0.58,85.29
2024/02/24T01:56:41z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,90,38,61,1012.94,0.03,12216,-51,1186,3.43,5.45,6.93,3.43,5.45,6.93,23,23,799.82,230.34,44.70,5.50,1.54,0.27,3.86,6.17,7.46,3.86,6.17,7.46,26,26,808.88,230.81,50.75,5.02,1.92,0.22,85.64
2024/02/24T01:58:41z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,37,61,1012.93,0.03,12216,-55,1306,3.65,5.46,6.56,3.65,5.46,6.56,23,23,770.37,221.74,45.18,3.51,1.26,0.65,3.57,6.02,7.40,3.57,6.02,7.40,25,25,781.40,219.77,51.52,5.70,1.85,0.68,85.35
2024/02/24T02:00:41z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,37,61,1012.89,0.03,12216,-50,1426,3.10,5.51,7.17,3.10,5.51,7.17,23,23,761.29,223.41,42.03,7.51,2.20,0.39,3.57,6.23,7.64,3.57,6.23,7.64,26,26,749.79,220.54,51.00,5.68,1.91,0.55,84.73
2024/02/24T02:02:41z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,37,61,1012.87,0.03,12216,-53,1546,3.66,5.68,7.75,3.66,5.68,7.75,24,24,830.29,231.22,53.25,6.12,2.76,0.78,3.61,5.67,7.23,3.61,5.67,7.23,24,24,774.11,219.79,47.25,5.30,1.95,0.67,84.71
2024/02/24T02:04:41z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,36,61,1012.81,0.03,12216,-54,1666,3.34,5.84,7.95,3.34,5.84,7.95,24,24,758.04,217.05,46.79,9.36,2.98,1.73,3.88,5.37,6.56,3.88,5.37,6.56,22,22,754.07,221.76,38.86,3.76,1.83,0.64,84.50
2024/02/24T02:06:41z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,36,60,1012.78,0.03,12216,-52,1786,3.88,5.79,6.38,3.88,5.79,6.38,24,24,806.17,232.07,49.69,2.95,0.66,0.17,3.75,5.81,7.07,3.75,5.81,7.07,24,24,764.64,217.46,49.66,3.76,1.76,0.63,84.32
2024/02/24T02:08:41z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,36,60,1012.80,0.03,12216,-51,1906,3.51,5.42,6.92,3.51,5.42,6.92,23,23,782.08,229.17,42.49,5.61,2.27,0.25,3.37,5.40,7.88,3.37,5.40,7.88,23,23,736.53,213.37,49.21,7.19,3.04,0.39,85.16
2024/02/24T02:10:41z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,36,60,1012.75,0.03,12216,-51,2026,3.71,7.29,10.12,3.71,7.29,10.12,30,30,873.88,252.90,63.93,8.36,4.33,0.98,3.02,5.98,7.68,3.02,5.98,7.68,25,25,723.21,214.07,52.64,5.54,2.23,0.89,86.72
