UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2024/02/24T01:38:36z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,87,45,63,1012.81,nan,26416,-58,101,2.52,4.89,8.09,2.52,4.89,8.09,20,20,779.18,208.86,43.95,8.43,5.02,0.73,3.48,6.66,7.23,3.48,6.66,7.23,28,28,746.18,213.77,46.43,6.43,1.00,0.00,nan
2024/02/24T01:40:36z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,88,42,62,1012.85,0.03,12216,-58,221,5.23,7.91,10.84,5.23,7.91,10.84,33,33,3233.95,354.86,49.46,11.46,4.46,0.77,3.37,6.31,7.47,3.37,6.31,7.47,26,26,848.03,241.25,51.02,6.68,1.66,0.22,84.78
2024/02/24T01:42:36z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,89,41,62,1012.79,0.03,12216,-57,341,3.23,5.79,7.60,3.23,5.79,7.60,24,24,863.05,230.14,43.96,9.23,2.42,0.68,3.69,6.21,6.84,3.69,6.21,6.84,26,26,854.69,247.79,47.31,3.19,1.05,0.00,88.52
2024/02/24T01:44:36z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,89,40,61,1012.75,0.03,12216,-56,461,4.63,7.63,10.56,4.63,7.63,10.56,32,32,2139.41,321.92,45.47,11.76,4.41,0.56,3.07,5.20,5.77,3.07,5.20,5.77,22,22,772.18,223.82,42.39,2.88,1.12,0.00,85.76
2024/02/24T01:46:36z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,90,39,62,1012.72,0.03,12216,-54,581,5.42,7.69,10.02,5.42,7.69,10.02,32,32,2645.24,361.42,40.10,7.90,3.76,0.63,2.91,4.71,6.22,2.91,4.71,6.22,20,20,779.48,216.93,39.60,4.10,2.02,0.69,83.94
2024/02/24T01:48:36z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,90,38,61,1012.76,0.03,12216,-52,701,2.93,5.55,6.59,2.93,5.55,6.59,23,23,859.39,217.89,35.77,5.59,1.62,0.73,3.64,5.57,6.78,3.64,5.57,6.78,23,23,789.72,228.69,42.60,5.19,2.07,0.00,83.25
2024/02/24T01:50:36z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,90,38,61,1012.81,0.03,12216,-52,821,3.23,5.33,6.75,3.23,5.33,6.75,22,22,798.53,225.30,35.75,5.46,1.75,0.35,3.07,5.10,6.34,3.07,5.10,6.34,21,21,755.69,219.49,41.03,5.03,1.64,0.68,83.05
2024/02/24T01:52:36z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,38,61,1012.83,0.03,12216,-54,941,2.81,4.47,5.37,2.81,4.47,5.37,19,19,712.17,201.22,30.12,3.85,1.02,0.58,3.37,5.70,7.02,3.37,5.70,7.02,24,24,797.68,232.04,46.63,5.72,1.98,0.19,82.08
2024/02/24T01:54:36z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,37,61,1012.82,0.03,12216,-52,1061,3.49,4.92,5.59,3.49,4.92,5.59,20,20,770.64,203.97,26.39,4.29,1.05,0.39,2.98,4.65,5.56,2.98,4.65,5.56,19,19,774.42,217.44,40.93,3.16,1.30,0.84,81.49
2024/02/24T01:56:36z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,37,61,1012.78,0.03,12216,-49,1181,2.56,4.47,5.72,2.56,4.47,5.72,19,19,789.16,203.09,38.25,4.77,1.95,0.39,3.63,5.51,5.98,3.63,5.51,5.98,23,23,776.14,226.24,39.51,2.81,0.71,0.32,81.66
