UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2024/02/23T11:38:47z,e0:98:6:26:6:5a,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,90,53,70,1006.70,nan,28096,0,101,3.64,9.02,15.25,3.64,9.02,15.25,38,38,941.59,272.27,65.50,25.11,9.11,4.18,3.91,7.77,10.33,3.91,7.77,10.33,32,32,806.93,239.81,53.77,10.47,3.19,2.12,nan
2024/02/23T11:40:47z,e0:98:6:26:6:5a,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,50,70,1006.73,0.01,28008,0,221,3.37,6.58,11.10,3.37,6.58,11.10,27,27,913.53,264.17,56.80,14.76,5.19,2.39,3.91,7.60,9.51,3.91,7.60,9.51,32,32,898.80,260.65,51.75,10.91,2.89,0.53,172.17
2024/02/23T11:42:47z,e0:98:6:26:6:5a,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,48,69,1006.74,0.01,28008,0,341,3.19,5.47,7.88,3.19,5.47,7.88,23,23,776.63,223.86,44.51,9.54,2.93,1.42,3.02,5.32,7.02,3.02,5.32,7.02,22,22,774.92,226.68,41.24,5.76,2.44,0.73,162.47
2024/02/23T11:44:47z,e0:98:6:26:6:5a,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,47,70,1006.76,0.01,26216,0,461,3.43,6.67,9.41,3.43,6.67,9.41,28,28,845.07,250.07,51.34,10.79,3.78,1.45,3.24,5.92,8.98,3.24,5.92,8.98,25,25,784.17,226.41,46.19,10.69,5.07,0.80,143.99
2024/02/23T11:46:47z,e0:98:6:26:6:5a,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,46,69,1006.81,0.01,26216,0,581,3.21,5.00,6.93,3.21,5.00,6.93,21,21,795.41,228.03,34.66,5.03,3.10,1.43,2.97,5.88,8.48,2.97,5.88,8.48,24,24,748.55,217.31,48.22,9.53,3.21,1.66,131.99
2024/02/23T11:48:47z,e0:98:6:26:6:5a,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,94,45,69,1006.74,0.01,26216,0,701,3.17,5.60,9.00,3.17,5.60,9.00,23,23,819.00,232.03,46.27,11.05,4.08,1.47,3.09,4.75,6.39,3.09,4.75,6.39,20,20,704.79,206.89,36.00,5.79,2.11,0.68,124.35
2024/02/23T11:50:47z,e0:98:6:26:6:5a,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,94,44,69,1006.55,0.01,26216,0,821,2.58,4.92,6.58,2.58,4.92,6.58,20,20,685.63,202.58,37.31,6.47,2.27,0.98,3.03,5.26,8.21,3.03,5.26,8.21,22,22,704.48,211.34,46.97,7.78,4.26,0.83,118.04
2024/02/23T11:52:47z,e0:98:6:26:6:5a,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,94,43,68,1006.60,0.01,26216,0,941,3.11,4.88,5.80,3.11,4.88,5.80,20,20,696.32,202.21,28.48,5.29,1.50,0.23,2.78,5.10,6.59,2.78,5.10,6.59,21,21,714.00,206.07,43.46,6.47,1.78,0.54,113.14
2024/02/23T11:54:47z,e0:98:6:26:6:5a,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,95,43,69,1006.65,0.01,26216,0,1061,2.57,4.57,6.62,2.57,4.57,6.62,19,19,700.97,198.97,33.83,7.34,2.76,1.47,2.97,5.28,7.07,2.97,5.28,7.07,22,22,704.28,207.17,39.98,7.02,2.59,0.38,110.13
2024/02/23T11:56:47z,e0:98:6:26:6:5a,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,95,43,69,1006.69,0.01,26216,0,1181,3.00,6.22,7.55,3.00,6.22,7.55,26,26,748.66,215.90,42.38,8.36,1.79,0.67,2.60,4.40,6.05,2.60,4.40,6.05,18,18,684.11,195.93,33.37,5.28,2.16,1.40,107.64
