UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2024/02/23T11:38:56z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,90,54,71,1006.71,nan,28096,0,105,3.78,8.82,14.11,3.78,8.82,14.11,37,37,953.47,275.53,67.93,23.91,6.62,1.42,4.02,6.60,10.05,4.02,6.60,10.05,28,28,864.28,247.49,55.30,11.09,3.16,0.49,nan
2024/02/23T11:40:56z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,51,70,1006.68,0.03,28008,0,225,3.12,7.55,12.43,3.12,7.55,12.43,31,31,886.55,250.02,60.09,18.95,6.05,2.43,3.98,6.73,10.23,3.98,6.73,10.23,28,28,941.46,270.71,58.84,12.95,3.98,0.80,82.23
2024/02/23T11:42:56z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,50,69,1006.71,0.03,28008,0,345,3.49,6.60,12.19,3.49,6.60,12.19,27,27,931.53,267.68,56.91,14.81,7.04,2.19,3.58,6.22,10.34,3.58,6.22,10.34,26,26,887.90,251.19,55.02,12.34,5.64,1.19,127.38
2024/02/23T11:44:56z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,49,69,1006.75,0.03,26216,0,465,3.59,6.09,9.00,3.59,6.09,9.00,25,25,905.04,255.64,51.46,8.62,3.88,1.12,3.42,6.63,9.27,3.42,6.63,9.27,28,28,856.78,246.37,46.95,12.07,3.58,1.24,136.45
2024/02/23T11:46:56z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,48,69,1006.74,0.03,26216,0,585,3.40,6.86,10.93,3.40,6.86,10.93,29,29,845.33,241.90,54.69,14.24,6.24,1.78,2.93,5.16,7.96,2.93,5.16,7.96,21,21,786.53,225.33,43.32,8.68,3.25,1.37,129.75
2024/02/23T11:48:56z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,47,69,1006.75,0.03,26216,0,705,2.98,6.31,9.86,2.98,6.31,9.86,26,26,834.36,235.42,49.49,13.36,5.29,1.59,3.28,6.17,10.62,3.28,6.17,10.62,26,26,813.00,238.10,57.16,12.24,6.67,1.21,124.31
2024/02/23T11:50:56z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,46,68,1006.55,0.03,26216,0,825,3.63,6.28,9.49,3.63,6.28,9.49,26,26,829.26,236.09,45.26,9.98,4.86,2.19,3.14,5.41,9.45,3.14,5.41,9.45,23,23,772.97,219.14,50.29,9.62,5.67,2.67,118.87
2024/02/23T11:52:56z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,45,69,1006.64,0.03,26216,0,945,2.84,5.84,8.55,2.84,5.84,8.55,24,24,775.34,223.98,50.21,9.39,3.18,1.54,2.62,5.08,7.22,2.62,5.08,7.22,21,21,711.80,204.43,40.60,8.65,3.08,0.48,114.86
2024/02/23T11:54:56z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,45,68,1006.57,0.03,26216,0,1065,3.66,6.05,8.62,3.66,6.05,8.62,25,25,799.09,231.74,41.78,8.17,3.52,1.10,2.52,5.17,8.16,2.52,5.17,8.16,22,22,691.55,195.62,46.03,10.07,4.10,0.72,112.59
2024/02/23T11:56:56z,48:3f:da:26:70:1d,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,45,67,1006.69,0.03,26216,0,1185,3.02,5.85,9.37,3.02,5.85,9.37,24,24,790.53,218.05,48.34,11.73,4.92,1.86,3.11,5.62,9.05,3.11,5.62,9.05,23,23,714.75,210.64,46.29,10.21,4.82,1.25,110.21
