UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2024/02/23T11:38:38z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,90,54,71,1006.51,nan,28096,0,100,3.41,6.16,12.34,3.41,6.16,12.34,26,26,1031.32,271.18,52.07,15.84,8.48,1.86,4.74,9.28,12.81,4.74,9.28,12.81,39,39,931.81,277.12,71.07,13.86,4.74,1.37,nan
2024/02/23T11:40:38z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,51,70,1006.53,0.03,28008,0,220,3.43,6.98,10.48,3.43,6.98,10.48,29,29,1185.78,271.09,45.90,14.10,5.21,1.43,3.82,7.61,11.33,3.82,7.61,11.33,32,32,975.16,285.89,60.23,15.16,5.88,0.54,163.94
2024/02/23T11:42:38z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,91,49,69,1006.56,0.03,28008,0,340,4.02,6.70,10.39,4.02,6.70,10.39,28,28,1701.32,266.39,41.84,13.36,4.79,1.98,3.95,6.08,9.25,3.95,6.08,9.25,25,25,939.25,270.17,50.59,8.73,5.02,0.85,151.47
2024/02/23T11:44:38z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,48,69,1006.61,0.03,26216,0,460,4.63,7.32,10.82,4.63,7.32,10.82,30,30,2528.05,321.68,45.44,12.47,5.05,0.96,3.76,6.22,8.76,3.76,6.22,8.76,26,26,887.69,257.53,53.44,7.59,3.44,0.59,133.66
2024/02/23T11:46:38z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,92,47,69,1006.63,0.03,26216,0,580,3.95,7.77,13.51,3.95,7.77,13.51,32,32,1911.63,282.60,54.61,19.47,8.63,2.35,3.07,5.54,8.05,3.07,5.54,8.05,23,23,814.21,226.28,42.28,9.37,3.86,0.40,122.84
2024/02/23T11:48:38z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,46,69,1006.51,0.03,26216,0,700,2.78,5.95,9.25,2.78,5.95,9.25,25,25,916.40,229.13,50.08,11.57,5.23,1.90,3.30,5.16,7.77,3.30,5.16,7.77,22,22,798.11,220.79,45.71,5.66,4.02,0.80,114.89
2024/02/23T11:50:38z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,45,69,1006.44,0.03,26216,0,820,3.16,5.78,9.62,3.16,5.78,9.62,24,24,786.62,218.00,47.52,11.17,5.50,1.64,3.09,4.91,6.86,3.09,4.91,6.86,20,20,756.93,213.97,37.43,5.71,2.71,1.05,109.22
2024/02/23T11:52:38z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,94,45,69,1006.46,0.03,26216,0,940,2.02,5.58,9.44,2.02,5.58,9.44,23,23,745.37,205.72,41.86,18.53,4.56,0.86,2.58,5.13,7.40,2.58,5.13,7.40,21,21,770.10,215.17,45.35,7.45,3.17,0.93,104.40
2024/02/23T11:54:38z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,44,68,1006.49,0.03,26216,0,1060,3.12,6.22,9.21,3.12,6.22,9.21,26,26,927.10,224.17,47.98,12.41,4.45,0.81,2.81,4.75,8.16,2.81,4.75,8.16,20,20,682.21,197.68,40.95,10.18,4.74,0.49,101.30
2024/02/23T11:56:38z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,44,68,1006.56,0.03,26216,0,1180,3.08,5.90,11.75,3.08,5.90,11.75,25,25,1119.25,229.36,45.71,17.02,8.41,2.68,3.46,5.20,7.98,3.46,5.20,7.98,22,22,769.71,218.46,41.88,8.46,3.62,0.71,99.18
2024/02/23T11:58:18z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,44,68,1006.56,nan,26304,0,99,3.17,5.93,10.00,3.17,5.93,10.00,25,25,779.48,206.43,44.46,14.85,5.72,2.46,3.50,6.14,7.55,3.50,6.14,7.55,26,26,747.29,218.86,42.26,8.05,2.31,0.43,nan
2024/02/23T12:00:18z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,44,68,1006.73,0.03,26216,0,219,2.71,4.62,7.60,2.71,4.62,7.60,19,19,670.76,186.00,35.97,9.16,3.74,0.88,2.93,4.88,6.70,2.93,4.88,6.70,20,20,732.86,207.57,37.89,5.39,3.30,0.39,96.27
2024/02/23T12:02:18z,48:3f:da:26:70:8,7.04,3.0+OPENLOG+31037 MB+RV3028+BME280+BME68X+PMSX003-A+PMSX003-B,93,44,68,1006.77,0.03,26216,0,339,2.62,5.16,7.52,2.62,5.16,7.52,21,21,681.72,189.66,37.38,9.52,3.40,1.33,3.13,5.65,8.15,3.13,5.65,8.15,24,24,732.00,205.50,46.05,8.65,3.90,0.38,92.65
